"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"363","cluster10","GO:0006857","oligopeptide transport","13/492","112/20876",2.40167711549873e-06,1.96855414851562e-05,1.54277774220971e-05,"AT1G05700/AT1G05300/AT4G08850/AT4G25350/AT1G51790/AT1G51850/AT1G78000/AT1G51800/AT5G53550/AT1G30110/AT2G44370/AT5G48430/AT2G19190",13
"364","cluster10","GO:0006568","tryptophan metabolic process","12/492","96/20876",2.66804903415985e-06,2.15013363341117e-05,1.68508360052201e-05,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"365","cluster10","GO:0006586","indolalkylamine metabolic process","12/492","96/20876",2.66804903415985e-06,2.15013363341117e-05,1.68508360052201e-05,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"366","cluster10","GO:0009310","amine catabolic process","13/492","117/20876",3.93237144228415e-06,3.11664811004173e-05,2.44255172665584e-05,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT1G66200/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"367","cluster10","GO:0042402","cellular biogenic amine catabolic process","13/492","117/20876",3.93237144228415e-06,3.11664811004173e-05,2.44255172665584e-05,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT1G66200/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"368","cluster10","GO:0006826","iron ion transport","13/492","120/20876",5.2186944236787e-06,4.10223602648187e-05,3.2149679193327e-05,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",13
"369","cluster10","GO:0009682","induced systemic resistance","6/492","22/20876",8.99614270529144e-06,7.01406573526381e-05,5.49700119090979e-05,"AT5G47220/AT5G40990/AT4G39950/AT1G18570/AT5G57220/AT2G30750",6
"370","cluster10","GO:0006875","cellular metal ion homeostasis","16/492","195/20876",1.64684393919046e-05,0.000127364785297069,9.98171963142607e-05,"AT4G02270/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",16
"371","cluster10","GO:0010106","cellular response to iron ion starvation","12/492","116/20876",1.92042088219771e-05,0.000147334690082208,0.000115467832411719,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",12
"372","cluster10","GO:0002237","response to molecule of bacterial origin","11/492","101/20876",2.6224492052367e-05,0.000199597522843015,0.000156426794698329,"AT4G33050/AT4G14365/AT1G73805/AT3G47480/AT1G10340/AT5G39020/AT4G25110/AT2G23770/AT5G26920/AT1G80840/AT3G28930",11
"373","cluster10","GO:0016143","S-glycoside metabolic process","16/492","205/20876",3.05154026859912e-05,0.000226854815316787,0.00017778863743613,"AT4G30530/AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G21120/AT1G18570/AT3G16410/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",16
"374","cluster10","GO:0019757","glycosinolate metabolic process","16/492","205/20876",3.05154026859912e-05,0.000226854815316787,0.00017778863743613,"AT4G30530/AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G21120/AT1G18570/AT3G16410/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",16
"375","cluster10","GO:0019760","glucosinolate metabolic process","16/492","205/20876",3.05154026859912e-05,0.000226854815316787,0.00017778863743613,"AT4G30530/AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G21120/AT1G18570/AT3G16410/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",16
"376","cluster10","GO:0009308","amine metabolic process","17/492","229/20876",3.29929820058857e-05,0.000243386690335726,0.000190744851434837,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT1G66200/AT2G20610/AT2G04400/AT4G39950/AT1G08050/AT3G23630/AT1G67110/AT1G51800/AT2G18690/AT2G46650/AT3G49860/AT5G05730/AT5G45480",17
"377","cluster10","GO:0009581","detection of external stimulus","7/492","41/20876",4.34542264058419e-05,0.000318111474222919,0.00024930749420467,"AT4G33050/AT4G14365/AT1G73805/AT3G47480/AT1G10340/AT5G39020/AT5G01540",7
"378","cluster10","GO:0030003","cellular cation homeostasis","19/492","282/20876",4.41112229948384e-05,0.000320474718576137,0.000251159595042381,"AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",19
"379","cluster10","GO:0006879","cellular iron ion homeostasis","12/492","127/20876",4.75417412981299e-05,0.000342800976728621,0.000268656931435416,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",12
"380","cluster10","GO:0048878","chemical homeostasis","23/492","387/20876",5.18005505169879e-05,0.000370721850341727,0.000290538830079571,"AT4G25220/AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT1G05630/AT5G54510/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT4G37390/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",23
"381","cluster10","GO:0015824","proline transport","9/492","74/20876",5.92147095891586e-05,0.000420643751822245,0.000329663178531456,"AT5G15240/AT2G43620/AT1G51620/AT5G55050/AT2G27660/AT3G52450/AT2G38870/AT4G22470/AT1G51800",9
"382","cluster10","GO:1901657","glycosyl compound metabolic process","17/492","242/20876",6.59256149270331e-05,0.000464872534669299,0.000364325766702025,"AT4G30530/AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G21120/AT1G18570/AT3G16410/AT4G24340/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",17
"383","cluster10","GO:0006873","cellular ion homeostasis","19/492","291/20876",6.72739952184104e-05,0.000470917966528873,0.000369063638770227,"AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",19
"384","cluster10","GO:0019725","cellular homeostasis","20/492","317/20876",7.01536728412416e-05,0.000487517190251817,0.000382072634696007,"AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820/AT3G61190",20
"385","cluster10","GO:0015804","neutral amino acid transport","9/492","77/20876",8.12081477866845e-05,0.000560277796600219,0.000439095929721263,"AT5G15240/AT2G43620/AT1G51620/AT5G55050/AT2G27660/AT3G52450/AT2G38870/AT4G22470/AT1G51800",9
"386","cluster10","GO:0098771","inorganic ion homeostasis","17/492","248/20876",8.9122610942636e-05,0.000610489884957057,0.000478447700849941,"AT4G25220/AT4G02270/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",17
"387","cluster10","GO:0006576","cellular biogenic amine metabolic process","13/492","157/20876",9.19229360467638e-05,0.000625206352261323,0.000489981159666961,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT1G66200/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"388","cluster10","GO:0009695","jasmonic acid biosynthetic process","12/492","136/20876",9.26778173136203e-05,0.00062590159720959,0.000490526030851927,"AT2G20610/AT1G27730/AT1G72520/AT5G20230/AT4G39030/AT4G18950/AT5G63980/AT3G51450/AT3G23250/AT3G09940/AT3G61190/AT1G80840",12
"389","cluster10","GO:0055082","cellular chemical homeostasis","19/492","300/20876",0.000100640033625131,0.0006749216241014,0.000528943570175511,"AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",19
"390","cluster10","GO:0055065","metal ion homeostasis","16/492","227/20876",0.000103170345001036,0.00068708583927773,0.0005384768006633,"AT4G02270/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",16
"391","cluster10","GO:0009694","jasmonic acid metabolic process","13/492","160/20876",0.000111395009564312,0.000728535227090182,0.000570961146086812,"AT1G30040/AT2G20610/AT1G27730/AT1G72520/AT5G20230/AT4G39030/AT4G18950/AT5G63980/AT3G51450/AT3G23250/AT3G09940/AT3G61190/AT1G80840",13
"392","cluster10","GO:1901606","alpha-amino acid catabolic process","13/492","160/20876",0.000111395009564312,0.000728535227090182,0.000570961146086812,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT4G39030/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"393","cluster10","GO:0052542","defense response by callose deposition","8/492","63/20876",0.000111673282984626,0.000728535227090182,0.000570961146086812,"AT4G39670/AT4G39950/AT1G18570/AT1G72520/AT2G32140/AT5G57220/AT3G55980/AT3G23250",8
"394","cluster10","GO:0009063","cellular amino acid catabolic process","13/492","161/20876",0.000118631729616422,0.000768701545284789,0.000602439935605443,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT4G39030/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"395","cluster10","GO:0055072","iron ion homeostasis","12/492","141/20876",0.000130949881092936,0.000842825073611583,0.000660531367717107,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",12
"396","cluster10","GO:0044106","cellular amine metabolic process","13/492","167/20876",0.000171157697998944,0.00109426821587325,0.000857590149973659,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT1G66200/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",13
"397","cluster10","GO:0050801","ion homeostasis","20/492","343/20876",0.000202867155405392,0.00128840796048855,0.00100973962327954,"AT4G25220/AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",20
"398","cluster10","GO:0044550","secondary metabolite biosynthetic process","19/492","317/20876",0.000205172571616229,0.00129447694855239,0.00101449595660656,"AT4G36220/AT4G11190/AT1G66800/AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G18570/AT5G48100/AT5G57220/AT2G38470/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT1G67980/AT5G05730/AT3G19710",19
"399","cluster10","GO:0055080","cation homeostasis","19/492","319/20876",0.000222235883506347,0.00139296870772932,0.00109168504178556,"AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",19
"400","cluster10","GO:0016144","S-glycoside biosynthetic process","13/492","172/20876",0.000229120904959024,0.0014085060759981,0.00110386184980258,"AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G18570/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",13
"401","cluster10","GO:0019758","glycosinolate biosynthetic process","13/492","172/20876",0.000229120904959024,0.0014085060759981,0.00110386184980258,"AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G18570/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",13
"402","cluster10","GO:0019761","glucosinolate biosynthetic process","13/492","172/20876",0.000229120904959024,0.0014085060759981,0.00110386184980258,"AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G18570/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",13
"403","cluster10","GO:0055076","transition metal ion homeostasis","13/492","176/20876",0.000286887559659413,0.00175238961600877,0.00137336719810138,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT1G80830/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",13
"404","cluster10","GO:0046916","cellular transition metal ion homeostasis","12/492","154/20876",0.000298902655801973,0.00181422561338033,0.0014218287557802,"AT4G02270/AT2G21045/AT3G01190/AT2G32270/AT4G26010/AT1G68150/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",12
"405","cluster10","GO:0042592","homeostatic process","24/492","468/20876",0.00033697096355392,0.00203242235250446,0.00159283196277722,"AT4G25220/AT4G02270/AT1G13110/AT1G66200/AT2G21045/AT3G01190/AT1G05630/AT5G54510/AT2G24720/AT2G29120/AT2G32270/AT4G26010/AT1G68150/AT5G27100/AT3G01290/AT1G80830/AT4G37390/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820/AT3G61190",24
"406","cluster10","GO:1901659","glycosyl compound biosynthetic process","13/492","181/20876",0.000376194580283095,0.0022548162655718,0.00176712454159296,"AT5G23010/AT2G20610/AT1G16400/AT4G14880/AT4G39950/AT1G18570/AT5G57220/AT4G13770/AT3G61440/AT5G14200/AT2G46650/AT5G05730/AT3G19710",13
"407","cluster10","GO:0009733","response to auxin","22/492","424/20876",0.000503426063296557,0.0029986682900708,0.00235008963186494,"AT3G47600/AT3G52400/AT5G57390/AT5G64890/AT1G18570/AT1G27730/AT5G63160/AT5G54510/AT4G18950/AT3G07390/AT3G28380/AT3G11820/AT4G37390/AT1G28010/AT3G59900/AT4G11280/AT3G48360/AT3G62680/AT5G05730/AT3G23250/AT1G23160/AT3G09940",22
"408","cluster10","GO:0045089","positive regulation of innate immune response","6/492","44/20876",0.000548836320804872,0.0032489755040239,0.00254625817449434,"AT4G23510/AT5G47220/AT5G40990/AT1G19250/AT3G49110/AT5G01540",6
"409","cluster10","GO:0002684","positive regulation of immune system process","6/492","46/20876",0.000699937006681735,0.00409292432565722,0.00320767023601257,"AT4G23510/AT5G47220/AT5G40990/AT1G19250/AT3G49110/AT5G01540",6
"410","cluster10","GO:0050778","positive regulation of immune response","6/492","46/20876",0.000699937006681735,0.00409292432565722,0.00320767023601257,"AT4G23510/AT5G47220/AT5G40990/AT1G19250/AT3G49110/AT5G01540",6
"411","cluster10","GO:0010286","heat acclimation","8/492","84/20876",0.000817557726885067,0.0047517446065623,0.00372399500475877,"AT3G16770/AT4G39670/AT5G13200/AT1G23710/AT2G38470/AT3G04060/AT5G10695/AT3G61190",8
"412","cluster10","GO:0031349","positive regulation of defense response","6/492","49/20876",0.000984641569279914,0.005688381114093,0.00445804743478667,"AT4G23510/AT5G47220/AT5G40990/AT1G19250/AT3G49110/AT5G01540",6
"413","cluster10","GO:0009414","response to water deprivation","21/492","418/20876",0.0010080500016601,0.00578874222510201,0.00453670155175109,"AT5G23010/AT3G52400/AT4G39950/AT5G64890/AT4G17500/AT1G27730/AT3G02130/AT4G18950/AT3G52450/AT2G38470/AT1G29670/AT3G11820/AT5G45340/AT5G63980/AT4G02380/AT1G02930/AT5G05730/AT3G23250/AT1G16370/AT3G09940/AT4G36250",21
"414","cluster10","GO:0080147","root hair cell development","13/492","203/20876",0.00110175966949352,0.00628921144669218,0.00492892483720785,"AT5G47980/AT5G05500/AT3G01730/AT2G21045/AT1G62980/AT1G12040/AT3G16370/AT2G32270/AT3G61440/AT3G62680/AT3G02240/AT3G62720/AT5G51310",13
"415","cluster10","GO:0009415","response to water","21/492","426/20876",0.00127553815610101,0.00723811296864417,0.00567258949521095,"AT5G23010/AT3G52400/AT4G39950/AT5G64890/AT4G17500/AT1G27730/AT3G02130/AT4G18950/AT3G52450/AT2G38470/AT1G29670/AT3G11820/AT5G45340/AT5G63980/AT4G02380/AT1G02930/AT5G05730/AT3G23250/AT1G16370/AT3G09940/AT4G36250",21
"416","cluster10","GO:0048767","root hair elongation","12/492","188/20876",0.00173617609817522,0.00979407575382372,0.007675725907722,"AT5G47980/AT5G05500/AT3G01730/AT2G21045/AT1G62980/AT1G12040/AT3G16370/AT2G32270/AT3G62680/AT3G02240/AT3G62720/AT5G51310",12
"417","cluster5","GO:0015979","photosynthesis","44/267","419/20876",2.00105838779347e-27,1.9310213442207e-24,1.27225185918659e-24,"AT1G54780/AT2G05710/AT2G34420/AT5G58330/AT1G30380/AT1G55480/AT3G47070/AT2G39730/AT4G35250/AT5G64040/AT4G10340/AT5G13630/AT4G12800/AT5G24120/AT5G01530/AT1G64860/AT1G44575/AT2G05620/AT1G67740/AT5G47110/AT4G21280/AT3G08940/AT4G03280/AT1G79040/AT1G31330/AT5G66190/AT1G54500/AT3G56940/AT3G47470/AT1G50250/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G61520/AT5G54270/AT1G06680/AT1G74470/AT3G54890/AT1G77490/AT1G15820/AT4G04640/AT5G19940/AT2G47400",44
"418","cluster5","GO:0019684","photosynthesis, light reaction","32/267","317/20876",1.35630439473664e-19,6.54416870460428e-17,4.31162028642595e-17,"AT1G54780/AT2G34420/AT5G58330/AT2G39730/AT4G35250/AT5G64040/AT5G13630/AT4G12800/AT5G24120/AT5G01530/AT1G44575/AT2G05620/AT1G67740/AT5G47110/AT4G21280/AT3G08940/AT4G03280/AT1G79040/AT5G66190/AT1G54500/AT3G56940/AT1G50250/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT1G74470/AT3G54890/AT1G15820/AT4G04640/AT5G19940",32
"419","cluster5","GO:0019344","cysteine biosynthetic process","26/267","205/20876",1.40421681236084e-18,4.33524635245413e-16,2.85627357172871e-16,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",26
"420","cluster5","GO:0006534","cysteine metabolic process","26/267","207/20876",1.79699330671674e-18,4.33524635245413e-16,2.85627357172871e-16,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",26
"421","cluster5","GO:0009070","serine family amino acid biosynthetic process","26/267","209/20876",2.29328934355633e-18,4.42604843306371e-16,2.91609844949057e-16,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",26
"422","cluster5","GO:0010114","response to red light","20/267","104/20876",3.28489933631715e-18,5.28321309924342e-16,3.48084070023782e-16,"AT1G20340/AT1G54780/AT2G47450/AT3G47070/AT2G39730/AT4G35250/AT4G10340/AT5G24120/AT5G01530/AT4G36880/AT2G05620/AT4G21280/AT3G08940/AT5G44110/AT3G22840/AT1G79040/AT4G25050/AT1G09340/AT1G06680/AT3G54890",20
"423","cluster5","GO:0010218","response to far red light","19/267","99/20876",2.42329668211709e-17,3.34068756891856e-15,2.20100931729131e-15,"AT1G20340/AT1G54780/AT2G47450/AT3G47070/AT2G39730/AT4G35250/AT4G10340/AT5G24120/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT5G44110/AT3G22840/AT1G79040/AT4G25050/AT1G09340/AT1G06680/AT3G54890",19
"424","cluster5","GO:0009637","response to blue light","20/267","128/20876",2.34277628480709e-16,2.82597389354855e-14,1.86189062634668e-14,"AT1G20340/AT1G54780/AT2G47450/AT3G47070/AT2G39730/AT4G35250/AT4G10340/AT5G24120/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT3G22840/AT1G79040/AT4G23890/AT4G25050/AT1G09340/AT3G59220/AT1G06680/AT3G54890",20
"425","cluster5","GO:0009069","serine family amino acid metabolic process","26/267","255/20876",3.26134859233795e-16,3.49689043511791e-14,2.30392345002587e-14,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",26
"426","cluster5","GO:0010155","regulation of proton transport","16/267","77/20876",2.22466688776788e-15,2.14680354669601e-13,1.41441978969663e-13,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",16
"427","cluster5","GO:0044272","sulfur compound biosynthetic process","33/267","479/20876",3.34610621051573e-15,2.75870605200098e-13,1.81757126305818e-13,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT5G58330/AT1G30380/AT3G26450/AT1G62570/AT4G37200/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT2G35260/AT5G14120/AT1G79040/AT1G31330/AT5G66190/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G25450/AT2G42320/AT4G18480/AT1G15820/AT4G04640/AT5G19940/AT5G44020",33
"428","cluster5","GO:1904062","regulation of cation transmembrane transport","16/267","79/20876",3.43051529782505e-15,2.75870605200098e-13,1.81757126305818e-13,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890",16
"429","cluster5","GO:1902600","proton transmembrane transport","17/267","95/20876",4.13865336753656e-15,3.07215423051752e-13,2.02408634331343e-13,"AT1G20340/AT2G47450/AT2G39730/AT4G10340/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT2G35260/AT1G79040/AT4G23890/AT4G04850/AT4G25050/AT1G06680/AT1G17220/AT3G54890/AT4G04640",17
"430","cluster5","GO:0006364","rRNA processing","24/267","244/20876",1.06290463099619e-14,7.32644977793803e-13,4.82702554226841e-13,"AT1G54780/AT5G58330/AT3G47070/AT4G35250/AT4G10340/AT4G12800/AT5G01530/AT4G34730/AT1G44575/AT1G67740/AT4G21280/AT3G08940/AT4G03280/AT5G66190/AT3G56940/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT3G26060/AT3G54890/AT4G18480/AT4G04640",24
"431","cluster5","GO:0016072","rRNA metabolic process","24/267","247/20876",1.39797474121119e-14,8.47241207219009e-13,5.58204187794144e-13,"AT1G54780/AT5G58330/AT3G47070/AT4G35250/AT4G10340/AT4G12800/AT5G01530/AT4G34730/AT1G44575/AT1G67740/AT4G21280/AT3G08940/AT4G03280/AT5G66190/AT3G56940/AT2G46820/AT5G66570/AT4G25050/AT1G09340/AT1G06680/AT3G26060/AT3G54890/AT4G18480/AT4G04640",24
"432","cluster5","GO:0000097","sulfur amino acid biosynthetic process","26/267","298/20876",1.404752260674e-14,8.47241207219009e-13,5.58204187794144e-13,"AT1G20340/AT1G54780/AT2G47450/AT3G53420/AT1G30380/AT3G26450/AT5G64040/AT4G10340/AT1G44575/AT1G67740/AT3G08940/AT5G14120/AT1G79040/AT1G31330/AT3G56940/AT3G47470/AT5G66570/AT1G61520/AT1G06680/AT1G74470/AT3G26060/AT2G42320/AT1G15820/AT4G04640/AT5G19940/AT5G44020",26
